image_id,image_path,xmin,ymin,xmax,ymax,label,class_name,source,proposal_score,proposal_class,matched_iou
000711,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000711.jpg,56.989,10.731,229.858,191.701,15,pottedplant,proposal,0.97511,pottedplant,0.888093
000711,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000711.jpg,300.516,285.185,382.746,366.26,15,pottedplant,proposal,0.877503,pottedplant,0.79013
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,18.0,209.0,224.0,295.0,4,bottle,gt,1.0,gt,1.0
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,153.0,45.0,274.0,332.0,14,person,gt,1.0,gt,1.0
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,70.0,75.0,499.0,332.0,14,person,gt,1.0,gt,1.0
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,83.37,62.002,496.97,332.0,14,person,proposal,0.995359,person,0.919444
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,7.466,211.565,206.127,295.465,4,bottle,proposal,0.952152,bottle,0.839952
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,124.979,45.656,279.874,228.289,14,person,proposal,0.457436,person,0.538486
000726,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000726.jpg,61.694,46.758,304.743,332.0,14,person,proposal,0.414467,person,0.506008
000729,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000729.jpg,10.0,6.0,372.0,498.0,15,pottedplant,gt,1.0,gt,1.0
000729,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000729.jpg,5.525,7.184,367.622,499.0,15,pottedplant,proposal,0.991491,pottedplant,0.969628
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,138.0,387.0,237.0,499.0,2,bird,gt,1.0,gt,1.0
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,13.0,75.0,300.0,373.0,14,person,gt,1.0,gt,1.0
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,1.0,1.0,165.0,273.0,14,person,gt,1.0,gt,1.0
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,5.12,66.244,297.358,382.759,14,person,proposal,0.997677,person,0.908385
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,0.0,4.193,157.978,297.818,14,person,proposal,0.994643,person,0.864732
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,156.459,389.008,238.385,495.09,2,bird,proposal,0.611449,bird,0.753843
000731,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000731.jpg,145.328,372.401,238.061,490.384,2,bird,proposal,0.087269,chair,0.749181
000733,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000733.jpg,48.0,25.0,273.0,383.0,14,person,gt,1.0,gt,1.0
000733,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000733.jpg,103.0,201.0,448.0,434.0,13,motorbike,gt,1.0,gt,1.0
000733,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000733.jpg,50.832,22.323,293.658,392.246,14,person,proposal,0.998671,person,0.875558
000733,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000733.jpg,87.091,199.597,441.797,431.871,13,motorbike,proposal,0.994244,motorbike,0.921294
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,404.0,30.0,499.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,386.0,83.0,479.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,272.0,65.0,415.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,239.0,55.0,335.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,165.0,55.0,252.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,97.0,66.0,193.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,3.0,26.0,108.0,373.0,14,person,gt,1.0,gt,1.0
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,95.075,68.286,198.387,373.0,14,person,proposal,0.999207,person,0.922809
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,1.521,43.643,109.234,371.66,14,person,proposal,0.998644,person,0.920162
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,240.247,58.235,338.251,373.0,14,person,proposal,0.996807,person,0.945316
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,277.939,66.227,415.422,373.0,14,person,proposal,0.994303,person,0.95187
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,177.107,56.841,253.758,362.622,14,person,proposal,0.993916,person,0.809486
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,389.979,39.423,487.713,373.0,14,person,proposal,0.987352,person,0.765125
000739,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000739.jpg,431.807,44.426,499.0,369.476,14,person,proposal,0.725001,person,0.671213
000740,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000740.jpg,290.0,85.0,404.0,276.0,3,boat,gt,1.0,gt,1.0
000740,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000740.jpg,104.0,104.0,212.0,271.0,3,boat,gt,1.0,gt,1.0
000740,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000740.jpg,292.31,86.651,403.123,272.674,3,boat,proposal,0.969526,boat,0.946712
000740,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000740.jpg,104.327,102.392,208.978,266.189,3,boat,proposal,0.951603,boat,0.932371
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,164.0,188.0,429.0,374.0,10,diningtable,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,211.0,114.0,241.0,196.0,4,bottle,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,265.0,229.0,288.0,296.0,4,bottle,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,264.0,198.0,284.0,248.0,4,bottle,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,263.0,99.0,352.0,227.0,14,person,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,334.0,105.0,430.0,254.0,14,person,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,351.0,99.0,499.0,373.0,14,person,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,128.0,101.0,192.0,214.0,14,person,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,55.0,108.0,189.0,373.0,14,person,gt,1.0,gt,1.0
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,261.343,98.973,348.46,232.336,14,person,proposal,0.998878,person,0.906188
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,348.748,99.139,499.0,366.556,14,person,proposal,0.998712,person,0.96179
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,47.313,108.568,184.748,363.323,14,person,proposal,0.996665,person,0.882184
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,332.047,102.949,428.314,255.808,14,person,proposal,0.993516,person,0.938952
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,210.491,113.24,242.46,201.469,4,bottle,proposal,0.953716,bottle,0.872173
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,134.494,102.612,193.721,212.156,14,person,proposal,0.948114,person,0.848925
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,146.72,198.018,395.75,372.961,10,diningtable,proposal,0.926795,diningtable,0.771102
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,263.936,214.74,288.233,299.657,4,bottle,proposal,0.733135,bottle,0.746873
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,3.634,181.073,182.56,370.792,14,person,proposal,0.273132,chair,0.534755
000753,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000753.jpg,9.063,188.803,195.398,366.721,14,person,proposal,0.076916,sofa,0.531912
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,56.0,81.0,157.0,170.0,5,bus,gt,1.0,gt,1.0
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,45.0,114.0,60.0,136.0,5,bus,gt,1.0,gt,1.0
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,94.0,124.0,150.0,158.0,1,bicycle,gt,1.0,gt,1.0
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,164.0,127.0,190.0,147.0,6,car,gt,1.0,gt,1.0
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,51.825,80.215,157.841,168.09,5,bus,proposal,0.991352,bus,0.925012
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,162.467,127.931,189.635,146.391,6,car,proposal,0.898982,car,0.863111
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,43.479,116.107,58.399,139.98,5,bus,proposal,0.372558,car,0.63519
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,92.111,124.556,157.812,166.195,1,bicycle,proposal,0.120746,car,0.676899
000754,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000754.jpg,43.402,115.644,57.943,139.486,5,bus,proposal,0.070941,bus,0.637624
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,300.0,249.0,412.0,374.0,8,chair,gt,1.0,gt,1.0
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,19.0,255.0,165.0,374.0,19,tvmonitor,gt,1.0,gt,1.0
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,150.0,141.0,437.0,322.0,17,sofa,gt,1.0,gt,1.0
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,148.348,142.894,439.602,287.891,17,sofa,proposal,0.987452,sofa,0.79169
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,294.656,252.278,409.633,371.322,8,chair,proposal,0.950965,chair,0.884943
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,12.724,262.89,162.385,374.0,19,tvmonitor,proposal,0.684158,tvmonitor,0.88209
000761,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000761.jpg,228.236,151.826,435.005,309.553,17,sofa,proposal,0.052408,chair,0.627812
000764,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000764.jpg,79.0,80.0,366.0,271.0,12,horse,gt,1.0,gt,1.0
000764,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000764.jpg,79.712,79.304,368.752,267.929,12,horse,proposal,0.995931,horse,0.968784
000767,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000767.jpg,32.0,1.0,470.0,318.0,9,cow,gt,1.0,gt,1.0
000767,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000767.jpg,68.917,0.0,472.342,316.924,9,cow,proposal,0.965061,cow,0.905153
000767,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000767.jpg,27.567,3.126,489.798,325.302,9,cow,proposal,0.211073,horse,0.920346
000768,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000768.jpg,369.0,103.0,475.0,283.0,5,bus,gt,1.0,gt,1.0
000768,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000768.jpg,33.0,46.0,369.0,330.0,5,bus,gt,1.0,gt,1.0
000768,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000768.jpg,9.389,49.464,371.342,326.963,5,bus,proposal,0.989782,bus,0.908541
000768,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000768.jpg,359.472,111.629,481.295,294.874,5,bus,proposal,0.981003,bus,0.781698
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,125.0,167.0,431.0,374.0,9,cow,gt,1.0,gt,1.0
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,134.0,65.0,227.0,366.0,14,person,gt,1.0,gt,1.0
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,1.0,131.0,42.0,266.0,1,bicycle,gt,1.0,gt,1.0
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,229.0,128.0,475.0,361.0,13,motorbike,gt,1.0,gt,1.0
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,2.064,131.625,45.342,273.578,1,bicycle,proposal,0.990101,bicycle,0.850185
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,128.709,66.518,229.272,240.194,14,person,proposal,0.984895,person,0.551133
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,136.095,173.451,427.558,371.789,9,cow,proposal,0.958057,cow,0.908249
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,131.161,174.247,473.395,371.531,9,cow,proposal,0.779414,horse,0.821442
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,132.617,89.85,249.516,357.536,14,person,proposal,0.484132,person,0.723884
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,160.744,147.313,483.8,368.384,13,motorbike,proposal,0.079528,motorbike,0.690133
000770,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000770.jpg,144.691,149.899,460.458,370.005,9,cow,proposal,0.076294,dog,0.774672
000774,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000774.jpg,85.0,36.0,447.0,225.0,18,train,gt,1.0,gt,1.0
000774,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000774.jpg,75.403,34.158,442.788,218.028,18,train,proposal,0.98416,train,0.919338
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,289.0,100.0,316.0,183.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,241.0,111.0,270.0,180.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,218.0,107.0,236.0,178.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,402.0,67.0,467.0,259.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,65.0,110.0,84.0,161.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,96.0,107.0,114.0,159.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,100.0,78.0,190.0,282.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,273.0,103.0,295.0,182.0,14,person,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,151.0,160.0,310.0,280.0,1,bicycle,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,2.0,80.0,51.0,135.0,5,bus,gt,1.0,gt,1.0
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,403.343,69.953,468.144,261.867,14,person,proposal,0.99927,person,0.934182
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,98.532,79.564,189.123,283.768,14,person,proposal,0.996996,person,0.958779
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,151.647,157.157,307.173,281.079,1,bicycle,proposal,0.99527,bicycle,0.947843
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,215.46,110.045,241.32,179.246,14,person,proposal,0.987238,person,0.663224
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,241.869,109.472,268.36,182.198,14,person,proposal,0.985259,person,0.870555
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,290.895,102.122,312.569,183.137,14,person,proposal,0.981024,person,0.781163
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,63.708,110.657,85.339,161.529,14,person,proposal,0.948325,person,0.859499
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,97.359,107.387,115.702,158.458,14,person,proposal,0.943211,person,0.830855
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,2.686,79.737,50.261,132.756,5,bus,proposal,0.9395,bus,0.927018
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,274.782,104.347,298.215,179.878,14,person,proposal,0.876415,person,0.770931
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,273.18,106.236,290.706,161.381,14,person,proposal,0.753579,person,0.556074
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,61.947,123.123,85.36,163.61,14,person,proposal,0.227027,horse,0.601095
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,3.303,97.358,50.803,134.775,5,bus,proposal,0.125547,boat,0.659488
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,219.32,112.099,232.123,176.703,14,person,proposal,0.084862,person,0.647224
000793,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000793.jpg,299.625,106.333,317.186,180.921,14,person,proposal,0.072082,person,0.524321
000796,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000796.jpg,165.0,118.0,418.0,316.0,2,bird,gt,1.0,gt,1.0
000796,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000796.jpg,171.988,124.945,409.115,319.223,2,bird,proposal,0.996158,bird,0.890792
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,94.0,243.0,153.0,304.0,8,chair,gt,1.0,gt,1.0
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,32.0,352.0,126.0,491.0,8,chair,gt,1.0,gt,1.0
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,191.0,265.0,332.0,470.0,17,sofa,gt,1.0,gt,1.0
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,189.572,260.435,332.0,468.411,17,sofa,proposal,0.968657,sofa,0.956649
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,92.644,245.092,154.116,309.044,8,chair,proposal,0.904658,chair,0.857169
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,34.342,355.262,132.904,494.071,8,chair,proposal,0.678922,chair,0.869674
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,32.323,356.951,140.516,486.451,8,chair,proposal,0.293229,sofa,0.811674
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,95.471,240.422,163.037,328.927,8,chair,proposal,0.270748,person,0.578173
000804,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000804.jpg,197.335,255.947,332.0,467.722,17,sofa,proposal,0.076813,chair,0.899912
000805,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000805.jpg,29.0,65.0,356.0,411.0,11,dog,gt,1.0,gt,1.0
000805,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000805.jpg,308.0,85.0,374.0,214.0,14,person,gt,1.0,gt,1.0
000805,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000805.jpg,307.35,85.766,374.0,207.695,14,person,proposal,0.986952,person,0.936601
000805,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000805.jpg,15.853,76.591,360.209,413.617,11,dog,proposal,0.975015,dog,0.912427
000805,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000805.jpg,0.0,33.205,374.0,468.688,11,dog,proposal,0.492298,sofa,0.692821
000810,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000810.jpg,151.0,13.0,498.0,374.0,14,person,gt,1.0,gt,1.0
000810,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000810.jpg,148.25,9.336,499.0,372.672,14,person,proposal,0.998869,person,0.970416
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,99.0,171.0,376.0,332.0,1,bicycle,gt,1.0,gt,1.0
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,149.0,33.0,360.0,332.0,14,person,gt,1.0,gt,1.0
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,369.0,18.0,431.0,62.0,14,person,gt,1.0,gt,1.0
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,97.0,1.0,141.0,25.0,14,person,gt,1.0,gt,1.0
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,149.19,31.836,361.912,331.043,14,person,proposal,0.998299,person,0.979927
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,103.429,180.955,377.42,330.028,1,bicycle,proposal,0.997423,bicycle,0.901233
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,373.777,13.337,427.979,58.27,14,person,proposal,0.89364,person,0.732282
000812,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000812.jpg,96.559,0.412,136.956,22.917,14,person,proposal,0.815286,person,0.803816
000818,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000818.jpg,295.0,121.0,499.0,204.0,18,train,gt,1.0,gt,1.0
000818,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000818.jpg,1.0,181.0,33.0,204.0,6,car,gt,1.0,gt,1.0
000818,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000818.jpg,0.098,178.993,30.908,203.49,6,car,proposal,0.989753,car,0.822176
000818,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000818.jpg,301.206,119.769,488.274,201.592,18,train,proposal,0.986447,train,0.874219
000820,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000820.jpg,180.0,140.0,368.0,307.0,16,sheep,gt,1.0,gt,1.0
000820,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000820.jpg,348.0,43.0,412.0,71.0,16,sheep,gt,1.0,gt,1.0
000820,/home/susech/SDM271/project/data/PascalVOC/VOCdevkit/VOC2007/JPEGImages/000820.jpg,351.069,45.223,405.052,71.931,16,sheep,proposal,0.982653,sheep,0.75532
